583853,"[104174, 108196, 17695, 79657]"
583730,"[150802, 150803, 68618]"
583715,"[135831, 135783, 135855]"
583255,"[150618, 78061]"
583197,"[136410, 117944]"
583134,"[157345, 69283, 124295]"
582942,"[63384, 88877]"
582889,"[52201, 54614]"
582796,"[23796, 124295]"
582688,"[130983, 130982, 20826]"
582651,"[145917, 146177, 145925, 145913, 145918]"
582598,"[54948, 147935, 87191]"
582577,"[146177, 145913, 145925, 145917, 145918]"
582528,"[135794, 135782, 135482]"
582526,"[64712, 32256]"
582525,"[70006, 70007]"
582330,"[150433, 150425]"
582318,"[107524, 1036]"
582283,"[61983, 150456]"
582241,"[37680, 148982]"
582191,"[61983, 150456]"
582190,"[61983, 150456]"
582187,"[61983, 150456]"
582161,"[150455, 68801]"
582110,"[15735, 51025]"
582086,"[128671, 14476, 78783]"
581977,"[77398, 150224, 57090]"
581954,"[151135, 126372]"
581867,"[149741, 121695]"
581844,"[150409, 150408]"
581832,"[151088, 151089, 135837]"
581779,"[72462, 116946]"
581713,"[11010, 150390]"
581599,"[140967, 3657, 149966]"
581566,"[140967, 3657, 149966]"
581548,"[150577, 150368, 35547]"
581504,"[148498, 67774]"
581475,"[148498, 67774]"
581260,"[3041, 151572, 151573, 145492]"
581069,"[25844, 127891]"
581040,"[6863, 12601, 2620]"
580968,"[65364, 48544, 56061]"
580965,"[16353, 127997]"
580657,"[150184, 150046]"
580593,"[147671, 53891, 53871]"
580495,"[152488, 55095]"
580480,"[69767, 86196]"
580460,"[6414, 72014]"
580213,"[152205, 3235]"
580101,"[68799, 139110, 69700]"
580051,"[162000, 150047, 140420]"
580032,"[144574, 135932]"
579957,"[118453, 150020]"
579950,"[65986, 157365, 85376, 157364, 22874]"
579748,"[23649, 23647]"
579391,"[149905, 84923]"
579384,"[120949, 120950, 90482]"
579268,"[127571, 104601, 104598, 72532]"
579214,"[27682, 81151]"
579169,"[108092, 24297]"
579145,"[126960, 126993]"
579079,"[149839, 82748]"
578864,"[116946, 149769]"
578778,"[149167, 109882]"
578771,"[17338, 59323]"
578761,"[149753, 149752]"
578686,"[120822, 121534, 120816, 145682]"
578488,"[131200, 144799, 145722]"
578487,"[148839, 151071, 150875, 151070, 151069, 72035]"
578460,"[149710, 118354]"
578206,"[149866, 35597]"
578024,"[144835, 136006]"
578018,"[125875, 120557]"
577986,"[79631, 62265]"
577905,"[81627, 77670, 86554, 90340, 57592]"
577887,"[149562, 60833]"
577519,"[149496, 55359]"
577450,"[20064, 148852]"
577446,"[149713, 149714, 149240]"
577420,"[148595, 144068, 148596]"
577312,"[118229, 69483]"
577270,"[149167, 109882]"
577143,"[149424, 149423, 149422, 149421, 149420, 149419, 149418, 148023]"
577066,"[23706, 23571]"
576910,"[104932, 149352, 75780, 149351, 149350, 149349, 149348, 104928, 149346, 103204]"
576884,"[87432, 73510]"
576863,"[149320, 149336]"
576832,"[103168, 103124]"
576675,"[149299, 149302, 126962]"
576658,"[13976, 16555]"
576629,"[141136, 149486, 127589, 73140]"
576579,"[114014, 147671]"
576537,"[23649, 23647]"
576514,"[149261, 149260, 73229]"
576473,"[148887, 149245, 84472, 148887]"
576461,"[149246, 123431]"
576414,"[156428, 149714, 149713, 149240]"
576327,"[145970, 146169, 133598]"
576263,"[56824, 37484]"
576173,"[6259, 4620, 15]"
576108,"[109882, 109882, 149167]"
575871,"[126969, 126977, 149055, 135886, 136175, 126969]"
575822,"[13543, 475]"
575756,"[149917, 149916, 149294, 149915, 84494, 149914, 149913, 84490, 149912, 125441, 149911, 149910, 67704, 149909, 149908, 149907, 84503, 149897, 2469]"
575755,"[85441, 92126]"
575660,"[150044, 110047]"
575654,"[13404, 6982]"
575625,"[55807, 113417]"
575527,"[148967, 140523]"
575514,"[82136, 87614]"
575355,"[132896, 74152]"
575165,"[90818, 148252]"
575151,"[81879, 148252]"
575106,"[148891, 92028, 68504]"
575095,"[133187, 115333]"
575078,"[133187, 115333]"
574903,"[69513, 62130]"
574893,"[9661, 77636, 109139, 88877]"
574627,"[50453, 10517]"
574556,"[148561, 106692]"
574218,"[11823, 8565]"
574092,"[144299, 145554, 144298]"
574023,"[84061, 85211]"
574005,"[148596, 148595, 144068]"
573975,"[124504, 148580, 80518, 84449, 80515]"
573965,"[131178, 84061, 135948, 124130, 80771, 85211]"
573914,"[152517, 152516, 152515, 152514, 152513, 152512, 152511, 152510, 152509, 152508, 152507, 152506, 152505, 152504, 152503, 152502, 152501, 23480, 151588, 7737]"
573873,"[148936, 112878, 112953, 145658, 112964, 20826]"
573728,"[147581, 139285, 110431]"
573620,"[9661, 88877]"
573524,"[141870, 141857, 148497, 110102, 110101]"
573519,"[151737, 74554, 140029]"
573513,"[140194, 143040, 124968]"
573483,"[56042, 148485]"
573461,"[9661, 88877]"
573224,"[62493, 33285]"
573193,"[86657, 147514]"
573186,"[74182, 148385]"
573185,"[74182, 148385]"
573183,"[12185, 7638]"
573125,"[86657, 147515]"
572986,"[148368, 147346, 147347]"
572981,"[157072, 148366]"
572977,"[148367, 88144]"
572833,"[135948, 135937]"
572709,"[106027, 36321, 20985]"
572699,"[50452, 50453, 10517]"
572637,"[151849, 18539]"
572589,"[141327, 15818]"
572584,"[148665, 22137]"
572525,"[148407, 135932, 144574]"
572488,"[138978, 73618]"
572422,"[86657, 147513]"
572409,"[132316, 62110]"
572391,"[50381, 118425, 23747]"
572276,"[71510, 71561]"
571661,"[160886, 48023, 10918]"
571566,"[152061, 22293]"
571518,"[37182, 48566]"
571486,"[103184, 91787]"
571357,"[148023, 148024]"
571286,"[117655, 146933]"
571066,"[54940, 54948, 147935, 87191]"
570807,"[108847, 146691]"
570806,"[21516, 60712]"
570800,"[15692, 78060]"
570763,"[17984, 11309, 140099]"
570738,"[139949, 139938, 121945]"
570729,"[20298, 147877, 87839, 92001]"
570679,"[107396, 148025, 148024, 148023, 148022, 148021, 148020, 88444]"
570663,"[14989, 61890]"
570636,"[147402, 147847, 127886]"
570607,"[152766, 9003]"
570570,"[147831, 147830, 147827, 147829, 127606]"
570529,"[127982, 149479, 127171, 147817, 147816]"
570424,"[147913, 147635]"
570412,"[125776, 123002]"
570406,"[23649, 23647]"
570265,"[145616, 50798]"
569914,"[86657, 147523]"
569861,"[63594, 147642]"
569598,"[66931, 69475]"
569589,"[149268, 121647, 147569, 16536, 109363, 23050, 60404, 16471]"
569566,"[11425, 12734]"
569509,"[23822, 69918]"
569359,"[125776, 123002]"
569300,"[86657, 147510]"
569296,"[147521, 147516]"
569205,"[117690, 147491]"
569203,"[117690, 147491]"
569196,"[147491, 117690]"
569180,"[53328, 75668, 53328]"
569127,"[67082, 8833]"
569123,"[73302, 62017]"
569122,"[73302, 62017]"
569120,"[73302, 62017]"
569119,"[73302, 62017]"
569079,"[147794, 139852]"
569030,"[9661, 88877]"
568970,"[135457, 139356]"
568829,"[56622, 109672]"
568797,"[48589, 13854]"
568751,"[13554, 12341, 103793]"
568630,"[147351, 103693]"
568605,"[147347, 147346, 135348, 74829]"
568534,"[71554, 71035, 7552]"
568460,"[126130, 124271]"
568421,"[37787, 24203]"
568296,"[71554, 71035, 7552]"
568287,"[128448, 141957, 128447]"
568257,"[24227, 16513]"
567734,"[147929, 147928, 147917, 147927, 147926, 147923, 147922, 147920, 147925, 147921, 147916, 146973]"
567651,"[22572, 67406, 65638]"
567594,"[48497, 50738]"
567568,"[14177, 37843]"
567441,"[56589, 147104]"
567190,"[147058, 133991]"
566978,"[147022, 147033, 134822, 147030, 147029, 147027, 147026, 147025, 136107, 147024, 134823, 136108, 141527, 134821, 134820, 134819, 131326]"
566798,"[146933, 117655]"
566788,"[60828, 146930, 146929, 146928, 119751]"
566784,"[148372, 49913, 75124, 50399, 75153]"
566783,"[148372, 49913, 75124, 50399, 75153]"
566782,"[148372, 49913, 75124, 50399, 75153]"
566781,"[148372, 49913, 75124, 50399, 75153]"
566780,"[75124, 49913, 50399, 75153]"
566776,"[146926, 14985]"
566775,"[148372, 49913, 75124, 50399, 75153]"
566737,"[148372, 49913, 75124, 50399, 75153]"
566717,"[148372, 49913, 75124, 50399, 75153]"
566590,"[155497, 149731, 132926, 132912, 130038]"
566444,"[112952, 71191]"
566441,"[58896, 118039]"
566192,"[63594, 122618]"
566079,"[108986, 104636, 149328, 149327, 149325, 149323, 147940, 143994]"
566001,"[146355, 146359, 146358, 146357, 146356, 145845, 7534]"
565844,"[148373, 59160]"
565746,"[134744, 147084, 78073]"
565692,"[146735, 127318]"
565588,"[147854, 146711, 140099]"
565472,"[104197, 107256, 8901]"
565444,"[146696, 105375]"
565319,"[146672, 131568, 146671, 146670, 127173]"
565231,"[150042, 65724, 146649]"
565225,"[20768, 106169]"
565156,"[146886, 18382]"
564830,"[146547, 115326]"
564583,"[146511, 62755, 75626, 62647]"
564471,"[146487, 76657, 102754]"
564416,"[113144, 153337, 126592]"
564382,"[6066, 7068]"
564353,"[146509, 146493, 146475, 146474, 146472, 146453, 146457, 146463, 146462, 146460, 146461]"
564296,"[147714, 82748]"
564178,"[6367, 14337]"
564156,"[146108, 112360]"
563658,"[32341, 36746]"
563644,"[149189, 146480, 146483, 146481, 146482, 82475, 55843]"
563587,"[130051, 13578]"
563551,"[16649, 132361]"
563446,"[109703, 106986]"
563415,"[60782, 78584]"
563399,"[49289, 49279]"
563344,"[121534, 120816, 146164]"
563342,"[120835, 120822, 146169, 105957]"
563286,"[146483, 146481, 146480, 146482, 82475, 55843]"
562992,"[8244, 145870]"
562982,"[68467, 111590, 60119]"
562693,"[68786, 70975]"
562666,"[149189, 146482, 146483, 146481, 146480, 82475, 55843]"
562632,"[1774, 2623, 10026, 25059, 105850]"
562517,"[7901, 11330]"
562472,"[117969, 118101]"
562288,"[149189, 146480, 146483, 146481, 146482, 82475, 55843]"
562275,"[12940, 79836]"
562261,"[145961, 145960, 127326]"
562028,"[145877, 30130, 15890]"
561938,"[102754, 145848]"
561935,"[102754, 145848]"
561928,"[145848, 102754]"
561917,"[145848, 102754]"
561831,"[18091, 61458, 14163]"
561698,"[139110, 69700, 119719]"
561573,"[4282, 145744]"
561539,"[10850, 11465]"
561501,"[145765, 66619]"
561478,"[145726, 145725, 11842]"
561466,"[145903, 63775]"
561428,"[136306, 9591]"
561392,"[137688, 16893]"
561367,"[16304, 23618]"
561355,"[116142, 145626]"
561289,"[7552, 71035, 71554]"
561228,"[108209, 145662]"
561220,"[144270, 144256]"
561219,"[144270, 144256]"
561189,"[145658, 116125, 20826]"
561173,"[145652, 145200, 145199]"
561145,"[85179, 70065, 70006, 72559, 88845, 69986, 70007, 69987]"
561091,"[121333, 62111]"
561089,"[23551, 61467]"
561078,"[147069, 109649, 57319]"
561041,"[13391, 60938]"
561039,"[705, 13391, 60938]"
560981,"[69587, 15948]"
560927,"[139596, 8474]"
560838,"[145934, 145933, 145925, 145924, 145923, 145921, 145919, 145909, 145918, 145917, 145916, 145915, 145914, 145913, 145912, 6830, 123979]"
560717,"[112973, 15604]"
560601,"[148372, 49913, 75124, 50399, 75153]"
560547,"[145491, 145492, 136953]"
560528,"[145481, 72845]"
560526,"[145481, 72845]"
560341,"[145689, 145688, 108944]"
560265,"[142398, 122251]"
560192,"[11304, 145414]"
560133,"[24297, 67687]"
560008,"[68192, 32714]"
559886,"[145359, 15688]"
559866,"[142478, 71561]"
559580,"[145271, 80182]"
559207,"[139404, 139405, 117949]"
558912,"[139465, 75835]"
558911,"[119072, 113110]"
558904,"[114375, 37493]"
558896,"[25184, 23267]"
558826,"[18719, 63615, 29514]"
558820,"[119751, 60828]"
558818,"[115, 13271, 14299]"
558761,"[61452, 49863]"
558702,"[63615, 28904, 29514]"
558683,"[135092, 120789]"
558645,"[135092, 120789]"
558613,"[129776, 135092, 120789]"
558356,"[151857, 151856, 151855, 151854, 151853, 151852, 23387]"
558341,"[136099, 125126]"
558174,"[17707, 38273, 19379, 19379]"
558172,"[144941, 83011]"
558040,"[139316, 109416, 104518, 31678, 378, 215, 340, 448, 277, 10, 1, 51765, 38753, 3519, 52709, 38790, 25395, 127399, 20879, 143394]"
557881,"[136006, 144835]"
557878,"[138903, 144831]"
557681,"[129876, 8400]"
557637,"[3235, 144792]"
557629,"[140661, 59617]"
557568,"[140661, 59617]"
557544,"[32590, 116560, 116313]"
557525,"[141761, 21841, 103462]"
557447,"[144758, 62586]"
557432,"[144440, 74787]"
557389,"[145390, 32723]"
557305,"[144544, 144540]"
557285,"[139633, 145633, 136105, 144727, 139582]"
