id,collaborators
437637,[116482]
437611,[116126]
437579,[104396]
437568,"[26111, 116782, 55516, 68529, 106581, 48530, 107001, 106579]"
437564,"[26111, 116782, 106581, 68529, 55516, 48530, 107001, 106579]"
437521,"[116458, 111247, 115906, 111097, 111088]"
437470,[116452]
437468,[116452]
437462,"[112587, 112588]"
437418,"[58543, 116446, 13455, 116522]"
437385,[59382]
437374,"[116444, 116443, 116440]"
437366,[63720]
437267,[23649]
436976,"[103990, 116324]"
436973,"[117271, 116324, 116322, 103990, 90899]"
436968,[9796]
436792,[92001]
436776,[117372]
436748,[74167]
436679,[104598]
436670,"[141876, 118787]"
436651,[55832]
436357,[35547]
436252,[116150]
436178,"[116142, 38619]"
436168,"[116142, 49869]"
436158,[80484]
436102,"[73253, 71580, 81648, 38843, 38845, 50934]"
436101,[50934]
435942,[116134]
435932,[3274]
435815,[21351]
435632,[116031]
435601,[116008]
435584,[11064]
435571,[115235]
435480,[115986]
435375,[123151]
435278,[52795]
434984,[11770]
434967,"[124424, 9774]"
434853,[2484]
434652,[125190]
434573,"[68214, 9179]"
434558,[115739]
434530,[115739]
434526,[24006]
434518,[115880]
434507,"[115734, 115733]"
434498,"[117628, 116636]"
434223,[18768]
434220,[115682]
434211,[115689]
434079,[77874]
434007,[61343]
433817,"[12761, 63101]"
433736,[115566]
433667,"[120582, 14262]"
433663,[11064]
433631,"[60404, 16536]"
433607,[90767]
433606,[111274]
433500,"[115497, 111044]"
433470,"[115692, 60510]"
433426,"[115233, 115229, 115227, 115511]"
433422,[90767]
433410,[90767]
433390,[115511]
433275,"[115511, 115233, 115229, 115227]"
433265,[4322]
433139,"[63184, 115428, 62732]"
433066,[112249]
433015,[115521]
432964,[90177]
432949,[28943]
432711,[84256]
432681,[20083]
432648,[15866]
432425,[86521]
432420,[57410]
432308,[90767]
432283,[115232]
432250,[88000]
432182,[117253]
432115,"[115511, 115233, 115229, 115227]"
432101,"[115511, 115233, 115229, 115227]"
432100,"[115511, 115233, 115229, 115227]"
432011,[22575]
431887,[115149]
431830,[22689]
431679,"[115511, 115233, 115229, 115227]"
431677,"[115511, 115233, 115229, 115227]"
431676,"[115511, 115233, 115229, 115227]"
431675,"[115511, 115233, 115229, 115227]"
431655,"[115511, 115233, 115229, 115227]"
431644,"[115511, 115233, 115229, 115227]"
431598,[115106]
431580,[22343]
431501,[10051]
431317,[115016]
431262,[69905]
431185,[109110]
431170,[21691]
431114,[115016]
431091,[3630]
431070,[14262]
431058,"[115020, 63909]"
431056,"[114995, 115145]"
430903,[115007]
430880,"[25050, 75835, 32875]"
430764,[82630]
430722,[118250]
430585,"[116941, 107670]"
430510,[114880]
430429,[10265]
430299,"[2799, 3090]"
430289,[9083]
430281,"[109887, 67904]"
430172,"[106562, 114845]"
430095,[10533]
430044,[114777]
430038,[114776]
429895,[8516]
429730,[72350]
429725,[2484]
429718,[81859]
429687,[114720]
429592,[49799]
429580,[117395]
429537,[10578]
429492,[114750]
429484,[130947]
429482,[107568]
429376,"[11823, 8565, 4833, 8981, 11294]"
429333,[80853]
429227,[115373]
429047,[114574]
428972,[83904]
428916,[23649]
428886,[114650]
428795,[114578]
428534,[10418]
428463,[69501]
428440,[13391]
428410,"[61242, 15439]"
428166,"[14264, 114411]"
428026,[10578]
427879,[71436]
427841,[87023]
427781,[4833]
427684,[65169]
427607,[14528]
427585,[14528]
427568,[67265]
427484,[9532]
427192,[14498]
427173,"[114295, 112647, 114192]"
427125,[62790]
427086,[113839]
427059,"[21530, 114165]"
427052,[84694]
427027,[76761]
426866,[71508]
426808,[114124]
426626,[8790]
426476,[118787]
426452,[118787]
426449,[118787]
426447,[62265]
426445,"[79631, 62265]"
426439,[62265]
426422,[59192]
426376,[113917]
426360,[114045]
426299,[114011]
426294,[113363]
426261,"[16050, 114145, 114008]"
426206,[113997]
425985,[113934]
425960,[16658]
425935,[8168]
425924,[8168]
425896,[31265]
425025,[113716]
425014,"[69920, 106630, 68799]"
424893,[69920]
424832,"[58818, 55808]"
424823,[113671]
424772,[6414]
424629,[10578]
424329,[69710]
424315,[8180]
424248,[79631]
424122,"[71580, 73253, 38845, 38843, 50934]"
424119,[113639]
424088,"[50346, 111124, 49713]"
424051,[113363]
423853,[131027]
423576,[113774]
423564,[105303]
423507,[113363]
423461,[9796]
423415,[10578]
423388,"[12702, 23911, 113775]"
423346,[49948]
423296,[64647]
423288,[112964]
423259,[61705]
423149,[124985]
423146,"[113359, 113358, 113357, 113356]"
423023,[23991]
422824,[64885]
422780,"[113229, 113228]"
422684,"[113628, 73799]"
422672,"[113334, 113456]"
422611,[117413]
422510,[113182]
422202,"[113120, 113116, 113115]"
422095,"[134365, 118787]"
422000,"[88416, 85356]"
421939,[13578]
421904,"[104174, 108196, 79657]"
421586,"[113138, 112976, 104501]"
421547,[119737]
421492,[113033]
421440,[74264]
421309,[108541]
421251,[69920]
421182,[112663]
421095,[112878]
420964,[56402]
420953,[73558]
420932,"[113339, 23649]"
420864,"[38399, 56832, 152191, 126733, 112849, 34680, 37751]"
420674,[118407]
420643,"[72014, 72317, 62435]"
420534,[112778]
420505,"[112775, 112775, 112774, 86256]"
420446,[27673]
420406,[112749]
420325,[56042]
420054,"[112159, 32597, 112158]"
420005,[112568]
419945,[78060]
419898,[81746]
419781,[8661]
419256,[112541]
419255,[112522]
419253,"[106976, 62705]"
419161,[112475]
419148,[50257]
419055,[118787]
419024,[112453]
419007,[112445]
418966,"[112432, 112433]"
418817,"[112394, 112393]"
418733,"[113055, 104169, 106976]"
418690,[135329]
418577,"[55134, 23541]"
418555,[13135]
418367,[67433]
418273,[118787]
418272,[118787]
418191,[13329]
418135,[16471]
418124,[32610]
417994,"[115669, 8991, 17423]"
417898,[21878]
417793,"[49713, 111124]"
417748,[13776]
417653,[112170]
417582,"[51455, 8901, 62111]"
417530,[112149]
417480,[8901]
417381,[103184]
417328,[82292]
417269,"[8267, 8026]"
417223,[76148]
416961,[123463]
416721,"[50934, 38845, 38843]"
416676,"[114019, 114018]"
416570,"[13689, 66265]"
416514,[114895]
416401,[70887]
416210,[111656]
416171,[108541]
416143,[111814]
415958,"[111772, 111771, 111770, 70142]"
415922,[3139]
415894,[24139]
415888,[58895]
415874,"[111752, 111751]"
415842,[82756]
415783,[110862]
415660,[112054]
415609,[111691]
415580,[58836]
415560,[28904]
415545,[111652]
415529,[111656]
415506,[111667]
415470,[111564]
415462,[111660]
415440,[112593]
415255,[15166]
415221,"[111175, 67265]"
415161,"[111591, 111590]"
414988,[111555]
414962,[21691]
414948,"[8790, 79631]"
414934,[111525]
414926,[8808]
414877,[15791]
414815,[21268]
414702,[131027]
414391,[112475]
414271,[146849]
414175,"[78060, 15693]"
414172,[111373]
414097,"[107848, 102724, 82827, 75384, 16118, 13133, 60960]"
414060,"[16802, 10902, 3139]"
413996,"[111621, 66265]"
413952,[60824]
413741,"[112158, 112159, 32597]"
413717,[109077]
413711,"[112883, 112765, 111363, 111309]"
413684,"[115692, 60510]"
413640,"[60510, 115692]"
413624,"[29514, 28904]"
413600,"[115692, 60510]"
413588,"[115692, 111269]"
413581,"[72084, 17248]"
413565,[14593]
413560,[111266]
413558,[74479]
413374,"[88812, 88798]"
413235,[112681]
413233,[112681]
413115,[19859]
412920,[111148]
412861,[82887]
412860,[82887]
412643,[12783]
412331,[111040]
412238,"[111031, 111030, 111029, 60499]"
412194,[116550]
412173,[29817]
412053,[110985]
411977,"[110976, 110975]"
411694,[9751]
411592,[110918]
411256,[110861]
411196,[88826]
411122,[106634]
411047,[15636]
410895,"[109499, 110798]"
410518,[83645]
410391,"[111562, 110718, 110717, 110716]"
410323,[85356]
410301,"[108764, 53792]"
410249,[110684]
410202,[8201]
410197,[85095]
410174,[8662]
410110,[13359]
410078,[110742]
410012,[111716]
409974,[111887]
409961,[7454]
409870,[109499]
409859,[29817]
409722,"[109792, 53792, 107489]"
409703,[110602]
409609,[109244]
409517,[110579]
409498,"[115890, 59903]"
409486,[22564]
409436,[62425]
409433,"[165382, 109499, 110798]"
409384,[25083]
409357,"[52912, 48530, 107001, 106579, 106581, 55516, 68529, 26111]"
409348,[110539]
409317,[109499]
409169,"[23608, 10256, 17231, 14296, 3911, 25977, 53562, 51090, 17601, 91787, 17245, 48375, 27408, 487, 48544, 22976, 69039]"
409142,[107970]
409123,[107970]
409104,[38255]
408981,"[128452, 110882]"
408946,[38689]
408871,[55874]
408864,[117103]
408822,[110187]
408736,[11085]
408713,[111757]
408712,"[85139, 75050, 110430, 83062]"
408554,[110420]
408547,[68529]
408342,[110681]
408333,"[110354, 110354]"
408326,"[110351, 85997]"
408163,"[61192, 63375, 110323, 110322]"
408062,[118746]
408002,[103560]
407873,[108653]
407694,"[85545, 110231, 110230, 85754]"
407652,[110184]
407552,[89241]
407507,[18798]
407494,[21841]
407491,[8808]
407410,[140414]
407406,[108145]
407289,[23649]
407235,"[110451, 110150]"
407121,[78202]
407072,[110120]
406999,"[110639, 110103, 110102]"
406832,[109877]
406803,"[2484, 110363]"
406755,[72452]
406521,[90829]
406500,[105844]
406491,[30623]
406460,"[110009, 86709, 67308, 86708, 86710, 26012]"
406297,[109919]
406248,[69700]
406096,[15267]
406070,"[121333, 110761]"
405812,"[109893, 109892, 109891, 109889]"
405802,[88625]
405786,[38826]
405585,[8743]
405547,"[31823, 31784, 31821]"
405535,[33182]
405518,"[109877, 109878]"
405420,"[113383, 74700, 73493, 73494]"
405402,"[48530, 52912, 107001, 106581, 106579, 26111, 68529, 55516]"
405364,[110003]
405345,[109110]
405287,"[48422, 104413]"
405279,[9179]
405216,"[114878, 114877, 109789]"
405079,[52358]
405060,[106022]
405058,"[109763, 109756, 109755, 109754, 109753]"
404981,[105435]
404809,"[109697, 109696]"
404718,[21530]
404674,[16166]
404617,[92038]
404552,[58078]
404517,"[68186, 109647, 107041]"
404273,"[2972, 2923, 110361, 109599]"
404189,[20585]
404161,[3274]
403747,[109498]
403679,[22238]
403517,[109461]
403465,[17695]
403460,[74537]
403393,[109442]
403380,[17147]
403374,[124473]
403345,[10605]
403107,"[111092, 111091]"
403106,"[72313, 5780]"
403091,"[33113, 109774, 31719, 80735, 62435, 103946, 109386, 74984, 13785]"
403016,[109367]
402953,"[3235, 54676, 9724]"
402883,"[109351, 10117, 5000]"
402692,[103880]
402636,"[23647, 5292, 16818]"
402545,"[69920, 68799]"
402393,"[78880, 109259]"
402366,"[109259, 78880]"
402358,"[105371, 109775]"
402335,"[68529, 37856, 55516, 48530]"
402333,"[109250, 109186]"
402330,[14031]
402313,[73285]
402310,[109249]
402251,"[125137, 125136, 125134]"
402237,"[85245, 84255, 83996, 84837, 84290]"
402091,"[108550, 6854]"
401882,[109177]
401852,[114420]
401740,[84875]
401728,[109164]
401682,[108326]
401580,"[81181, 142236, 105498, 36760, 105499]"
401550,[19001]
401479,[109390]
401439,"[10721, 87214]"
401380,[109121]
401342,[109132]
401153,"[109068, 109067]"
401121,[62265]
401050,[84521]
401011,[109046]
400943,"[72737, 84867]"
400894,[109120]
400774,[102801]
400759,"[15627, 8267]"
400491,"[108974, 62481, 10605]"
400488,"[108974, 62481, 10605]"
400434,[32897]
400420,"[108943, 108942, 108941]"
400306,[8168]
400280,[74805]
400124,[108889]
400079,[109120]
399947,"[15627, 8267]"
399945,"[15627, 8267]"
399929,"[109077, 9179]"
399866,"[7844, 48530, 37856, 68529, 55516]"
399850,"[68529, 55516]"
399849,[48530]
399848,"[109694, 109038]"
399729,[78690]
399495,[108839]
399485,[103994]
399316,[91598]
399240,"[26535, 108841]"
399207,[108737]
399125,[62755]
399036,[23256]
399016,"[108808, 108796, 108722]"
398963,[1555]
398958,[88819]
398838,"[66901, 65461, 65452]"
398741,[108646]
398698,[79612]
398681,[11391]
398658,"[105961, 18243]"
398649,"[105961, 18243]"
398631,"[105961, 18243]"
398613,[108634]
398607,[23425]
398559,"[90675, 90444]"
398482,[8168]
398412,"[70215, 68997]"
398394,"[23196, 25027]"
398369,[59382]
398345,[108585]
398326,[9849]
398140,[8168]
398138,[8168]
398135,[8168]
398124,[8168]
398123,[8168]
398122,[8168]
398118,[8168]
398014,[10850]
398009,[11823]
397927,"[121999, 108521]"
397873,[108513]
397830,[36754]
397816,[108512]
397815,[108502]
397800,[56293]
397694,[9087]
397687,[108488]
397678,"[53957, 72199, 71660]"
397643,[29817]
397637,"[14343, 12776]"
397573,"[108550, 108565]"
397392,[77561]
397273,"[84868, 108517]"
397192,[343]
397041,[108308]
396898,[108326]
396893,"[135282, 134489, 124208, 109187, 75835, 108979, 108432, 25050, 108342]"
396782,"[108315, 56106]"
396703,[10533]
396673,[108952]
396657,[73352]
396599,[17641]
396528,[106825]
396396,[110049]
396309,"[129475, 127384, 77151]"
396308,"[9796, 6823]"
396259,[18198]
396082,[79657]
396035,[87590]
396033,[54043]
396009,[33367]
395983,[108176]
395982,[108176]
395841,[487]
395807,[17481]
395773,"[35898, 88337, 108122]"
395738,[]
395703,[106812]
395673,"[84000, 84805, 84088, 85120]"
395659,"[85016, 84806, 84285, 84405]"
395604,"[155235, 155258]"
395530,[10517]
395523,"[108718, 108717, 108716]"
395406,[108176]
395174,"[108016, 108014]"
395122,[103406]
395121,[103406]
395005,[55344]
394911,"[108081, 108080]"
394811,[16678]
394782,"[72532, 104601]"
394651,[20419]
394622,"[107880, 107594]"
394594,[107874]
394444,"[108266, 108265]"
394400,[12429]
394216,"[107811, 62425]"
394182,"[9599, 19577, 59024]"
394143,[77203]
394097,[84145]
394096,[84149]
394067,[83967]
394051,[83967]
393976,"[107902, 65961]"
393959,[12044]
393907,[85388]
393794,[107924]
393749,[54948]
393735,[19577]
393700,[103184]
393685,[107729]
393586,[107712]
393565,"[108764, 109792, 53792]"
393550,[105802]
393437,[69601]
393416,"[85194, 7555]"
393342,[107648]
393272,[80543]
393183,[72380]
393117,[78219]
393115,[75136]
393093,[102801]
393064,"[108944, 104799, 107680]"
393061,[105091]
393040,[28943]
392994,"[162502, 23082]"
392895,[55465]
392891,[18488]
392765,"[108010, 74985]"
392641,[107546]
392623,[18215]
392610,[28187]
392529,"[115890, 59903]"
392510,[12118]
392498,"[107532, 50341]"
392453,"[9643, 9724, 3235]"
392423,[63353]
392421,"[69446, 106417]"
392313,"[74388, 107691]"
392278,[67904]
392240,"[107911, 107909, 29817]"
392144,[79631]
392134,[27419]
391963,"[69047, 37764, 69028, 22943]"
391951,[21516]
391890,[21416]
391884,[63353]
391833,[63353]
391831,[13686]
391815,[71105]
391719,[2307]
391611,[63353]
391427,[107332]
391416,[85813]
391364,[27673]
391250,[107295]
391249,"[57925, 20597, 57926, 15430, 14236, 108031, 107294]"
391093,"[106631, 106632]"
390892,"[82865, 82856]"
390815,[108174]
390683,"[71214, 61191, 61192]"
390654,"[107220, 107166, 107167]"
390639,"[107220, 107167, 107166]"
390617,"[107220, 107167, 107166]"
390599,"[107220, 107167, 107166]"
390598,"[107220, 107167, 107166]"
390551,"[107220, 107167, 107166]"
390549,"[107220, 107167, 107166]"
390548,"[107220, 107167, 107166]"
390546,"[107220, 107167, 107166]"
390545,"[107220, 107167, 107166]"
390543,"[107220, 107167, 107166]"
390541,"[107220, 107167, 107166]"
390445,"[104601, 72532]"
390428,"[107066, 106022]"
390414,[107767]
390327,[75124]
390170,"[107065, 107068, 107064]"
390165,[106022]
389928,[15386]
389709,[102801]
389669,"[106992, 106990, 106989]"
389543,[115326]
389467,[]
389353,"[48530, 107001, 106579, 106581]"
389318,[86837]
389311,"[14021, 13940, 52912]"
389285,"[87006, 80443]"
389282,"[48530, 106579, 107001, 106581]"
388902,[69920]
388898,"[22924, 106876, 106878]"
388879,[107081]
388735,[62999]
388724,[59219]
388459,[11240]
388440,[105837]
388436,"[86773, 86776]"
388375,"[106581, 48530, 107001, 106579]"
388334,[90978]
388303,[106793]
388281,[120671]
388259,[107113]
388228,[11240]
388012,[83445]
387981,[106237]
387977,"[107241, 107240]"
387798,[84521]
387505,[110897]
387467,[60463]
387458,[25050]
387440,[106724]
387394,"[110560, 106668]"
387285,[8790]
387159,[72721]
387106,[62435]
387050,[108883]
386988,[106562]
386980,[60958]
386945,[84521]
386917,[106654]
386907,[49052]
386882,[24996]
386874,"[15430, 14236, 106530]"
386853,"[87990, 80196]"
386806,"[106523, 106522, 106521, 106520, 106511, 66881]"
386750,[106658]
386709,"[62435, 14262]"
386675,[6833]
386673,"[23647, 5292, 16818]"
386670,[81100]
386607,[106275]
386394,[4322]
386317,[106408]
386252,[49339]
386239,"[106417, 69446]"
386017,[107176]
385985,[23991]
385920,[49339]
385886,"[106332, 106333]"
385861,[2275]
385839,[102801]
385795,[49339]
385508,"[106091, 105389, 50452, 50435]"
385428,[66152]
385406,[106229]
385393,"[106237, 106236, 106235, 106234, 106233]"
385378,"[82432, 77800]"
385376,"[106236, 106235, 106234, 106233, 106238]"
385205,[17115]
385181,[49339]
385180,[49339]
385099,[106181]
385089,[106180]
385051,[79751]
385035,[116550]
385001,[108418]
384903,[4733]
384755,[89241]
384751,[59843]
384749,[59843]
384723,[25050]
384658,[62265]
384576,[106085]
384566,"[67447, 104036]"
384544,[48419]
384525,"[78508, 89190, 28943, 89192]"
384481,[116550]
384423,[20113]
384288,[13786]
384244,[107066]
384221,"[106018, 71322, 70914, 85614]"
384209,[10861]
384088,[10611]
384036,"[105487, 1372]"
384028,[105397]
384009,"[62435, 14262]"
383975,"[80054, 106545]"
383972,"[106545, 80054]"
383847,[28371]
383840,[80849]
383790,[105954]
383788,"[90481, 86682, 86688, 86691, 86686, 90479, 65299, 86684]"
383698,[49339]
383633,[72532]
383471,[65762]
383352,[4095]
383226,"[33634, 22919]"
383221,"[6946, 21249]"
383205,[105856]
383185,[81100]
383165,[49339]
383158,"[62435, 14262]"
383146,"[25059, 2677]"
383103,[4322]
383071,[105837]
382998,"[105824, 105823, 105820]"
382986,[9654]
382752,"[20885, 72064, 21714]"
382689,[62438]
382680,"[12986, 15, 11651, 105770]"
382637,[105522]
382558,[105762]
382541,[104370]
382539,[106439]
382512,[8551]
382481,[54601]
382437,[104626]
382407,"[105303, 105730]"
382287,"[83967, 19577]"
382204,"[9046, 105699]"
381987,"[17921, 7454]"
381950,[87006]
381866,"[10640, 16455]"
381818,"[104309, 105645]"
381784,[52851]
381765,[10533]
381733,"[13403, 12717]"
381712,[812]
381635,"[111774, 111773]"
381413,[64479]
381307,[105517]
381306,[88800]
381188,"[13578, 110472]"
381079,"[74783, 14262]"
381063,"[106693, 105495]"
381051,[105493]
381031,[64479]
380868,[58564]
380788,[105454]
380737,"[105487, 105435]"
380692,[105435]
380498,"[116792, 48510, 58540]"
380422,[103144]
380415,"[106597, 105499, 105498]"
380368,[20630]
380293,[90444]
380229,[8240]
380152,[105756]
380136,[104471]
380132,[58820]
379985,[68463]
379753,[16118]
379700,"[20276, 106929]"
379665,[32014]
379647,[68071]
379528,[19797]
379522,[48397]
379474,[49339]
379412,[86740]
379323,[74517]
379196,[49339]
379178,[49339]
379124,[104473]
379114,[49339]
379111,[49339]
379046,[49339]
378868,[47948]
378843,"[78060, 15693]"
378734,[63353]
378678,"[104601, 104598]"
378616,"[74783, 62435]"
378612,"[105636, 105033]"
378605,[68071]
378598,[32256]
378589,[69601]
378579,"[90675, 38819, 32714]"
378569,"[90444, 23256, 23368]"
378473,[87271]
378457,[105016]
378229,"[28050, 4837]"
378173,"[90338, 71443]"
378096,[49339]
378083,[49339]
378074,[106237]
378064,[63188]
378060,[54563]
377887,[20629]
377881,[104626]
377844,[104601]
377781,[126367]
377744,[103050]
377656,[105429]
377634,[49339]
377613,[68034]
377609,[49339]
377516,[60964]
377474,[49339]
377462,[104818]
377454,[104268]
377390,[30320]
377370,"[104800, 104799]"
377311,[87775]
377272,"[104598, 104601]"
377154,[104725]
376958,[62110]
376872,"[104601, 104598]"
376810,[15749]
376648,[4374]
376566,[107949]
376554,[104620]
376535,"[104615, 61892]"
376517,"[6048, 105554, 104624]"
376514,[104626]
376502,"[72532, 104601]"
376495,"[104601, 104598]"
376467,"[72532, 104601]"
376465,"[104598, 72532]"
376453,"[104598, 72532]"
376443,"[72532, 104601]"
376437,[27673]
376334,"[84386, 84369, 10517]"
376295,"[103729, 103716]"
376044,[104626]
376016,[104485]
375934,[104473]
375928,[62265]
375910,[8790]
375858,"[112465, 104626]"
375794,[104444]
375679,"[115510, 115510, 130042, 13858, 49948, 109451, 17477, 8743, 49177, 103944]"
375518,[8790]
375517,[104399]
375516,[104399]
375514,[104399]
375508,[10850]
375440,[104301]
375278,[49339]
375233,"[90978, 92030]"
375156,"[163597, 60413, 56733]"
375115,[21158]
375061,"[106565, 23271, 68463]"
374990,"[105239, 11183]"
374953,[36486]
374928,[72452]
374871,[80644]
374722,"[108105, 105526]"
374583,[2024]
374505,"[65451, 65465, 65468]"
374491,"[7454, 18343, 17921, 53650]"
374456,[74475]
374364,[104201]
374337,"[62435, 14262]"
374327,"[104329, 49887, 8482, 104210, 104135]"
374162,[20229]
374057,[87224]
374033,[65724]
373997,[65724]
373948,"[10533, 103406]"
373879,[37538]
373804,[22217]
373555,"[14262, 62435]"
373431,"[105912, 104980]"
373388,"[73412, 90760]"
373386,[104120]
373384,"[32793, 104007, 19820]"
373368,[104004]
373360,"[14236, 15430, 103998]"
373252,[87300]
373059,[56985]
373026,[102801]
373021,[87883]
372953,"[105538, 103972, 23935]"
372929,"[20113, 84942]"
372908,[104022]
372829,[55224]
372814,[104245]
372717,"[660, 108901, 3274]"
372629,"[19176, 84942, 20113]"
372598,[19370]
372585,[103783]
372580,"[19176, 84942, 20113]"
372364,[7890]
372337,[103184]
372211,"[103792, 103791]"
372040,[103759]
371904,"[19582, 19581]"
371848,[88705]
371698,[104303]
371674,"[90978, 92030]"
371511,[103406]
371451,"[103446, 103454]"
371278,[104526]
371268,[103739]
371242,[103609]
371228,[103500]
371102,"[1566, 70958, 78049]"
370893,"[72446, 91755, 67712, 68781, 72574, 68787, 104036, 91754, 103495, 72463]"
370841,[13428]
370771,[49174]
370755,[33528]
370704,"[78060, 15692, 21871]"
370693,[83043]
370671,[83041]
370670,[83202]
370664,[83061]
370612,"[69446, 71932]"
370589,[103490]
370522,"[104183, 104182, 104181, 104180, 104179, 104178, 104177]"
370465,[103406]
370464,[103406]
370292,[771]
370214,[103353]
370159,[103431]
370055,[102792]
370027,[50687]
369989,[62170]
369897,"[92030, 90978]"
369864,[103144]
369843,[104070]
369762,[21336]
369575,"[87192, 87191]"
369537,[102792]
369498,[87300]
369485,[21339]
369451,[102792]
369450,[102792]
369449,[102792]
369448,[102792]
369442,[102792]
369404,[107679]
369358,"[103168, 103167, 103166, 103165, 103127]"
369348,[103184]
369323,"[69446, 71932]"
369297,[121999]
369296,"[69446, 71932]"
369295,"[69446, 71932]"
369294,"[69446, 71932]"
369293,"[69446, 71932]"
369288,"[69446, 71932]"
369189,[70314]
369174,"[84343, 103104, 84571, 83518, 83587, 83840, 84342, 84344, 84336, 83584, 83563]"
369123,[]
369117,[23196]
369115,[52689]
369106,[1663]
369059,[102984]
369034,[37618]
368995,[12337]
368950,"[5736, 53100]"
368922,"[60458, 31823]"
368913,[57411]
368880,[91751]
368833,[111161]
368661,[69911]
368623,[104432]
368590,[102971]
368503,"[107402, 103240, 102959]"
368423,[33074]
368378,[33528]
368357,[19610]
368337,"[102928, 102927]"
368325,[33528]
368308,"[102921, 102920]"
368304,[37399]
368286,[102915]
368164,[102847]
368110,[17629]
368080,[33528]
368077,[112899]
368058,[103110]
367993,"[65462, 83292, 82950]"
367983,[12020]
367952,[37618]
367950,[37618]
367948,[37618]
367947,[37618]
367941,[37618]
367935,[24507]
367924,[2024]
367841,[20629]
367838,[20629]
367830,[20629]
367803,[20629]
367800,[20629]
367795,[20629]
367792,[20629]
367631,[53100]
367491,[33528]
367451,[67408]
367405,[106]
367375,"[121333, 92030, 90978]"
367241,"[50341, 50341]"
367235,"[111270, 106527, 72199, 70000, 53957]"
367224,[102695]
367066,"[15627, 8267]"
367053,"[103261, 102676]"
363285,[85740]
361947,[59400]
356385,[49339]
356263,"[68192, 19967]"
356240,[49339]
356229,[49339]
356177,[92089]
356146,"[826, 884]"
356082,[14298]
356061,"[14262, 24002]"
355990,[92013]
355987,[92013]
355986,[92013]
355976,[92013]
355974,"[76813, 3230]"
355951,[80298]
355692,[9081]
355671,[12370]
355642,"[21749, 54633]"
355631,"[109025, 85138, 85139, 85140]"
355597,"[23571, 91845]"
355446,[104358]
355403,[90444]
355353,"[121999, 17771]"
355352,[2469]
355345,[17921]
355325,"[78060, 15693]"
355219,[91769]
355211,[49339]
355174,[70215]
355167,"[84942, 91749]"
355142,[91752]
355127,[102792]
355105,"[72446, 91755]"
355038,"[87818, 91732, 87815, 87816, 22040]"
355014,[38819]
354999,[32714]
354985,"[25027, 23368]"
354918,[65701]
354818,[54043]
354813,"[60953, 53236, 103073]"
354693,[64413]
354664,[91658]
354612,[49339]
354608,"[8981, 9180]"
354569,[84892]
354495,[91631]
354429,[88560]
354416,[56872]
354391,[49339]
354382,[21388]
354323,[21667]
354301,[49339]
354194,[74378]
354121,[90144]
354120,"[71259, 8444, 74724]"
354041,"[104601, 104598]"
354001,[29512]
353984,"[74126, 47887]"
353283,[75848]
353229,[4094]
353200,"[90976, 90977]"
353070,"[88420, 87098, 86740, 87307]"
353052,[38819]
353044,[108140]
353032,"[91574, 91573, 88636]"
352837,[8662]
352815,[67799]
352813,[69911]
352724,[64752]
352690,"[90968, 19967]"
352640,[23541]
352390,"[12359, 90822]"
352372,[90828]
352248,"[76761, 37958]"
352153,"[90789, 55217]"
352065,[12941]
351897,[33074]
351874,[33074]
351795,[103302]
351753,"[90786, 90770, 90769]"
351752,[90704]
351739,[80298]
351708,"[48034, 61076]"
351640,[33100]
351589,[31162]
351531,"[63353, 80568]"
351522,[10245]
351473,"[10640, 16455]"
351467,[71801]
351465,"[77104, 103654, 103653, 12201]"
351453,[10245]
351392,[70282]
351380,[88323]
351283,[104601]
351246,"[104601, 104598]"
351214,[90608]
351058,"[75848, 9254]"
350916,"[20961, 65536]"
350862,[80333]
350828,[8790]
350811,"[72855, 74970, 69904]"
350781,[25055]
350764,[11482]
350716,"[90494, 90492]"
350664,[340]
350600,"[90471, 90470]"
350581,[90483]
350555,"[104350, 90459, 90458]"
350554,[49339]
350367,[90414]
350349,[49339]
350285,"[85384, 85845, 85589, 85523, 85562, 85584, 85505, 85524, 85591, 85525, 85502, 49339]"
350228,"[114226, 104380, 81033, 83815, 90928, 84699]"
350153,[33528]
350149,[]
350094,[4378]
350091,"[90520, 90519]"
350090,[33528]
350050,[52081]
350039,[17019]
350037,[17019]
350036,[17019]
350035,[17019]
350034,[17019]
350029,[17019]
349919,[90338]
349882,[80298]
349659,[125190]
349588,[87300]
349577,[90286]
349564,[90354]
349430,[62948]
349414,[10250]
349403,[33528]
349399,[66621]
349398,[66621]
349202,[2024]
349195,"[15627, 8267]"
349040,[75228]
348950,[87705]
348949,[80010]
348936,[116550]
348910,[24435]
348850,[88286]
348844,[72271]
348825,[22944]
348818,[56376]
348751,[90157]
348685,"[90444, 25027]"
348642,[68311]
347518,[89010]
347337,[37331]
347264,[89010]
347259,[103144]
347254,[87760]
347244,[28342]
347208,[20540]
347197,[80456]
347172,"[69904, 89187, 72855, 72650]"
347163,[38315]
347138,[27752]
347126,[11382]
347078,[88078]
346914,"[65215, 65152]"
346903,[89163]
346836,[35133]
346782,[89155]
346685,[85549]
346591,[58646]
346460,[14217]
346459,[19683]
346349,[88074]
346341,"[86959, 86802]"
346309,[62984]
346287,[89028]
346286,[86575]
346052,[14391]
346042,[10406]
345976,[88919]
345973,[72154]
345850,[88946]
345828,[65461]
345821,[88942]
345786,[88948]
345714,"[88928, 88927, 88926]"
