id,collaborators
245174,"[68960, 68726, 67188, 67185, 54043, 54630, 22949]"
245146,"[67180, 67179, 67178]"
245098,[67712]
245048,"[63214, 29088]"
245008,[20298]
244986,"[71273, 2941]"
244925,[59114]
244843,"[67297, 67160, 67080, 67079]"
244838,[20709]
244823,"[538, 67786]"
244781,[67067]
244715,[67187]
244705,[65143]
244689,[20709]
244676,[37812]
244657,[15733]
244642,"[9439, 640]"
244641,"[9439, 640]"
244586,[17087]
244520,"[67025, 67022, 67021, 66599]"
244498,[65762]
244487,"[67013, 67012]"
244328,[63394]
244291,"[3404, 12149]"
244178,[12496]
244164,[13454]
244126,[9179]
244075,"[69552, 66925, 66924, 66923]"
243889,[20419]
243887,[20419]
243884,[20419]
243880,[23432]
243839,[50876]
243782,[52219]
243757,[22638]
243722,"[136091, 69018]"
243716,[12609]
243709,"[8173, 28050, 4837]"
243634,[11124]
243632,[66064]
243620,[63182]
243602,[9288]
243587,"[19436, 68385]"
243542,[63512]
243379,[75546]
243237,[66657]
243000,"[67831, 66617, 66594, 66590]"
242980,"[66099, 66045]"
242972,[36796]
242967,[67295]
242959,"[66295, 58061]"
242811,"[32805, 31772]"
242744,[125408]
242626,"[66552, 66550, 66549]"
242538,"[66418, 66417]"
242487,"[67816, 66588, 66558, 66544, 66401]"
242284,[67136]
242266,"[66293, 66295]"
242259,[66293]
242201,[67391]
242138,[23860]
242136,[23860]
242131,[23860]
242122,[28943]
241834,"[66137, 66136]"
241769,"[13084, 67301, 66108, 67284, 66895]"
241751,"[48397, 48510]"
241730,[9008]
241717,[26599]
241703,"[66568, 66045]"
241646,"[67843, 67842, 66095, 61193, 61193, 61194, 66093, 66092]"
241585,[64096]
241584,"[64098, 64097]"
241574,[63353]
241505,"[66567, 66564]"
241491,[66071]
241450,[66033]
241449,"[66033, 66032]"
241448,"[66032, 66033]"
241298,[65995]
241289,[63353]
241175,[23434]
241101,[]
241031,"[65914, 65913]"
241030,"[65915, 65913]"
241026,[65914]
240945,[12208]
240916,[62702]
240915,[1741]
240751,[32096]
240741,[64598]
240582,"[12234, 11866]"
240580,[65810]
240539,[59763]
240481,[1966]
240461,[63902]
240394,[549]
240346,[65729]
240332,[24473]
240317,[20348]
240295,[549]
240170,[549]
240168,[549]
240167,"[67786, 549]"
239914,"[121999, 16965]"
239894,[65661]
239893,"[6072, 79731, 65661]"
239892,[65661]
239890,[65661]
239870,"[75341, 68881]"
239822,"[65340, 65342]"
239808,[19949]
239798,[63020]
239756,"[11595, 56677, 37787, 54959]"
239607,[]
239581,[18971]
239549,"[65607, 65606, 66142, 66141, 65608]"
239546,"[65607, 66142, 66141, 65606, 65608]"
239526,[82683]
239477,[8191]
239413,[48510]
239343,"[66939, 65528]"
239281,[21493]
239273,[65599]
239256,"[16200, 944]"
239217,"[25675, 120364, 120363, 20597, 65499, 14236, 15430]"
239192,[16997]
239128,[27675]
239127,[7771]
239125,[17172]
239033,[10664]
239030,"[69842, 68881]"
239022,[21594]
239021,[72959]
239002,[21594]
238971,[21594]
238970,[21594]
238899,[37812]
238843,[68145]
238716,"[65345, 65344, 65343, 65342]"
238678,"[65328, 32972, 65330, 64361, 65329, 65317, 65314, 63960, 65319, 65315, 65325, 65321, 65323, 65324, 65316]"
238614,"[65322, 65320, 65318, 65318]"
238590,"[66911, 66910, 66901]"
238558,[63797]
238544,[63353]
238511,[]
238474,"[65505, 65364, 56061]"
238467,[56071]
238419,"[16200, 65227, 1943, 944]"
238340,[65432]
238307,"[65833, 65983, 65445, 65498, 65497, 65496, 65495, 65494, 65493, 65492, 65491, 65490, 65489, 65488, 65466, 23525]"
238288,"[3914, 9008]"
238134,[31821]
238096,"[65602, 65592]"
238076,"[2484, 3037]"
237988,[65133]
237886,"[64375, 65128]"
237837,"[65383, 65351]"
237827,"[11823, 15733]"
237785,[22919]
237738,[63899]
237609,[11124]
237532,[65024]
237473,[63034]
237470,[63145]
237460,[65008]
237439,[26599]
237406,[9179]
237368,[63353]
237361,[25251]
237153,[17921]
237137,"[64906, 54516, 51766, 8599]"
236991,[54208]
236934,[33042]
236745,[64807]
236742,[31821]
236585,[9693]
236474,[64757]
236469,[64757]
236409,[64757]
236243,"[63559, 63558]"
236079,[60094]
236059,"[37554, 37484]"
236035,[6835]
235899,"[64624, 64568]"
235878,[11124]
235749,"[63367, 63356, 63358]"
235696,[64295]
235572,[48047]
235469,[16450]
235398,"[37787, 54959]"
235361,"[64487, 64045, 31977, 24869]"
235347,[11124]
235313,[64360]
235289,[28943]
235214,[7771]
234976,[10351]
234900,[10409]
234883,[63960]
234796,"[228, 29567]"
234790,"[53889, 53888]"
234779,[50347]
234777,[50346]
234774,[60163]
234764,[49279]
234757,[62031]
234748,"[17776, 17708, 12475]"
234652,[60132]
234574,"[23090, 19509]"
234522,"[61374, 48544, 63461, 63458, 49166]"
234425,[10518]
234355,[11124]
234222,[52313]
234217,[73495]
234187,[11124]
234159,[63034]
234033,[63016]
234015,[63020]
233999,[63101]
233907,[9179]
233875,[63252]
233783,[18401]
233772,"[64117, 64118]"
233505,[64045]
233415,[132374]
233276,[64590]
233256,[37812]
233253,[37812]
233234,"[13138, 63993]"
233204,[38447]
233089,[22357]
232605,[62941]
232604,[62941]
232603,[62941]
232583,"[64321, 64271, 64232, 64104, 64001, 64259, 64163, 22421, 64061, 64028, 64063, 64126, 64007, 63955, 63992, 63969]"
232577,[63020]
232567,[63020]
232552,[63020]
232541,[63034]
232448,"[9724, 7182]"
232405,[25251]
232173,[13854]
232076,[63733]
231998,[78453]
231912,[37812]
231880,[9532]
231753,[12149]
231740,[16802]
231698,[11124]
231582,"[63882, 63881, 63880, 63879, 63878, 63877, 63876, 63875, 63874, 63873, 63791, 63872, 63871, 63870, 63869, 63868, 63867, 63866, 63650, 63648]"
231471,[16758]
231418,[54043]
231400,[63612]
231377,"[37812, 54043, 54630]"
231329,[63601]
231307,"[30623, 11601, 11580]"
231100,[63091]
230975,"[63537, 63536, 59691]"
230944,[9179]
230837,"[24729, 55344]"
230751,"[63499, 63498]"
230744,[57246]
230696,[59114]
230690,[59114]
230642,"[70112, 65976, 17831, 50289]"
230611,[63087]
230608,[61258]
230601,[63147]
230600,[63147]
230568,[62941]
230567,[62941]
230547,[63016]
230546,[63034]
230539,[63034]
230538,[63034]
230537,[63034]
230536,[63034]
230534,[63034]
230529,[63034]
230488,"[62440, 61374, 62451, 56061, 63461, 63458]"
230467,[63450]
230455,[20770]
230408,[65804]
230379,[62887]
230268,[63431]
230219,[55873]
230186,[52851]
230138,[29034]
230019,[62911]
229973,[65217]
229968,[9179]
229959,[63370]
229930,"[62164, 31573]"
229824,[9179]
229776,[52851]
229770,[63586]
229665,[63145]
229651,[63013]
229649,[58536]
229584,[11823]
229550,[20916]
229537,[63013]
229506,[63147]
229496,[63201]
229450,[63252]
229428,[22950]
229380,[63252]
229377,[63513]
229341,[54595]
229241,[63276]
229229,[63242]
229149,[13854]
229112,[23233]
229111,[25251]
229028,[63016]
228995,[10246]
228987,[63183]
228966,[59114]
228953,[61185]
228887,[56042]
228862,[63159]
228806,[63087]
228798,"[37812, 63394]"
228789,[63020]
228785,[2424]
228747,[1434]
228718,[63137]
228654,[65860]
228649,[61312]
228604,"[115, 13271]"
228593,"[29567, 53692, 4374, 228]"
228572,[20079]
228416,[11649]
228390,"[53635, 61563, 36820]"
228384,[63013]
228164,[63111]
228091,[20770]
228016,[63145]
228006,[63147]
228004,[63034]
227921,[55108]
227771,[25156]
227768,"[30623, 11601, 11580]"
227741,"[64236, 58818, 23980, 55808]"
227731,[69811]
227691,[61917]
227545,[62968]
227539,[62968]
227464,"[69513, 62130, 25586]"
227306,[4833]
227272,"[7854, 18559]"
227220,[62901]
227207,[64219]
227122,[57152]
227107,"[62874, 62872, 62873, 62870, 62869]"
226998,[62860]
226996,[53960]
226979,"[62886, 62885, 1029, 62884]"
226966,[62878]
226836,[49726]
226817,"[61582, 53944, 17710]"
226748,[23617]
226640,[62160]
226583,[37554]
226436,[8565]
226354,[16706]
226322,[14262]
226220,"[62165, 62164, 20325]"
226188,[49912]
225996,"[62165, 61765]"
225984,"[61765, 62164, 62165]"
225982,"[61765, 62164, 62165]"
225981,"[61765, 62164, 62165]"
225980,"[61765, 62164, 62165]"
225964,[63678]
225919,"[62682, 62681]"
225900,"[25120, 62674, 62396, 62675, 62685]"
225876,[55840]
225872,[33528]
225711,[71719]
225708,"[57152, 62638, 62637]"
225695,[10035]
225637,[62607]
225625,"[63671, 63670]"
225575,[64180]
225539,[18545]
225512,[104361]
225358,"[9175, 16588]"
225299,"[62539, 60053]"
225265,[62572]
225264,[12616]
224939,[62490]
224936,[9179]
224850,[62525]
224819,[68393]
224743,[47950]
224602,[62441]
224466,"[55138, 71723]"
224447,"[62840, 23447, 21117]"
224446,"[62840, 21117, 23447]"
224358,[2484]
224333,[37787]
224301,[66595]
224279,"[163907, 158258, 158259, 158255, 120897, 120896, 50563, 63278, 63279, 85296, 87730, 87736, 49385, 49386]"
224271,[62383]
224257,[9654]
224235,[12625]
224217,[12625]
224185,[58463]
224144,[62382]
224076,[17248]
223993,[62358]
223922,[12057]
223862,[8191]
223769,[62317]
223751,[22357]
223722,[56042]
223588,"[12355, 4094]"
223452,"[63214, 61240]"
223338,[9960]
223282,[62230]
223197,[26062]
223031,[2645]
223006,[62164]
222922,[62809]
222771,[62214]
222690,[2484]
222642,[59825]
222604,[37331]
222548,"[61907, 37182]"
222484,[62106]
222474,[19846]
222461,[62303]
222420,[62053]
222379,[21661]
222361,[11660]
222295,[23392]
222290,"[62185, 62022, 21249, 62021]"
222208,"[61876, 8743]"
222201,"[16370, 56912]"
222109,[55854]
222081,"[9179, 9439]"
221990,"[8743, 61876]"
221905,[48047]
221862,[2773]
221794,[62096]
221754,[3878]
221659,[80182]
221581,"[5831, 8981]"
221482,"[11823, 9008]"
221429,"[4620, 9008, 4833, 15, 449]"
221389,"[61876, 8743]"
221388,"[61876, 8743]"
221334,[70441]
221287,[61864]
221242,[4094]
221212,[12772]
221210,"[62912, 4828, 20519]"
221183,[60043]
221177,[21594]
221134,[59509]
221130,[33634]
221076,[23539]
220878,[33392]
220696,"[61876, 8743]"
220695,"[61876, 8743]"
220692,"[61876, 8743]"
220673,[61758]
220623,[21516]
220613,[21158]
220496,"[4094, 4833, 4620]"
220440,"[59696, 13578]"
220391,[61699]
220273,"[885, 449]"
220257,[17195]
220245,[59596]
220241,[60754]
220208,[61667]
220108,"[72747, 72746, 72745, 48419]"
220107,[18873]
220037,[63586]
219910,[61571]
219835,[61687]
219777,[61589]
219738,[18384]
219671,[61568]
219589,[59825]
219570,"[61697, 59696]"
219517,"[62165, 62164, 61765, 61545]"
219402,"[60514, 61537]"
219387,[63586]
219377,[11944]
219369,"[18305, 47950, 23743]"
219350,[63586]
219229,"[61876, 8743]"
219008,[64572]
218922,[130284]
218910,[78715]
218838,"[60163, 49713, 50347]"
218823,"[61562, 61448, 61402, 22037]"
218782,[19651]
218623,[13133]
218599,"[4322, 63864, 8801]"
218511,[63586]
218459,[66595]
218377,"[61093, 13110]"
218362,[9655]
218346,[9655]
218244,[58713]
218101,[71155]
218099,[61271]
218088,"[4544, 4355]"
217995,[21594]
217924,[21594]
217874,[54208]
217863,"[63214, 61240]"
217850,"[61237, 61233, 31698]"
217849,"[61231, 61230]"
217832,[12618]
217776,[61348]
217725,[9351]
217634,[24725]
217573,[61877]
217532,[25251]
217476,[1773]
217420,[59803]
217417,"[62513, 62512]"
217034,[3248]
216942,"[61098, 56772]"
216826,"[2484, 4355]"
216793,[61128]
216787,[61035]
216702,[9693]
216668,[60984]
216474,[59149]
216470,[60982]
216319,[9439]
216271,"[3630, 8619, 9008]"
216238,"[49956, 50324]"
216234,[23649]
216217,[61098]
216194,"[61315, 60716]"
216111,[56283]
216094,[60919]
216009,"[23647, 16818, 5292]"
216005,[11823]
215915,"[61130, 61170]"
215725,[3595]
215639,[60840]
215632,[11823]
215524,"[60801, 60413]"
215523,[826]
215507,[32452]
215450,"[60753, 22386]"
215444,[60790]
215291,"[12337, 11070]"
215288,[37996]
215183,[24725]
215177,"[60743, 60742]"
215156,"[121999, 17771]"
215155,[121999]
215141,[16200]
215136,"[60711, 60710]"
215135,[16200]
215131,[16200]
215051,[60943]
215043,[36853]
215001,"[60710, 60711]"
214981,[21516]
214926,[52358]
214756,[60600]
214725,"[61024, 60793, 60723, 56520, 60502, 14660, 37669, 11823, 8565, 21889, 21339, 18685]"
214589,"[22130, 38516]"
214571,[60570]
214567,[59382]
214543,[63055]
214532,[63586]
214531,[38447]
214474,"[60631, 60630]"
214371,[58739]
214361,"[23991, 50876]"
214276,[60600]
214272,[60600]
214019,[60938]
213965,[116550]
213895,"[64118, 64117]"
213840,[24383]
213767,[33556]
213756,[38441]
213705,[60520]
213545,[17859]
213543,[6851]
213512,[24435]
213481,"[38315, 59147]"
213455,[23497]
213340,[21438]
213317,[57024]
213303,[38028]
213245,"[38452, 59598]"
213243,"[61277, 60854, 60808, 60508, 60422, 60421]"
213117,[14217]
213073,[60382]
213066,[60955]
213052,[13951]
212935,[61667]
212838,[60348]
212834,"[12626, 18810, 12616, 19785]"
212814,[16200]
212812,[16200]
212809,[16200]
212808,[16200]
212804,[16200]
212692,"[53972, 55661, 53501, 53386]"
212687,[60586]
212605,[31234]
212601,[31234]
212502,[8332]
212477,[60272]
212427,"[66959, 25251]"
212351,[25251]
212342,[28295]
212311,"[60901, 60335, 60334, 60333, 60332, 60331, 60330, 60329, 60328]"
212288,"[38513, 12040]"
212269,[25251]
212237,[38315]
212218,[48043]
212171,[59596]
212149,[10035]
212112,[59509]
212093,"[50347, 57920, 50346]"
211871,"[37554, 37484]"
211843,[9008]
211804,[60142]
211794,[60142]
211699,[60119]
211638,[9182]
211595,[60096]
211532,[60043]
211400,"[60485, 60484, 60483, 60482]"
211367,[9775]
211280,[79448]
211258,[59119]
211229,[72910]
211210,"[12398, 14407, 267, 5078]"
211201,"[5440, 17420]"
211191,[38315]
211106,"[59046, 59131, 59146, 59084, 16046]"
210947,[59971]
210812,[57216]
210724,"[84788, 82396]"
210559,[60337]
210531,"[60296, 60295]"
210412,[8619]
210408,[4355]
210384,[59814]
210354,[14211]
210353,[14211]
210274,"[59858, 59872]"
210234,[68367]
210160,"[54278, 58396]"
210119,"[60237, 60235, 12040, 59795]"
209981,"[59748, 59747]"
209726,[71223]
209725,[53876]
209682,"[56134, 48552, 56151, 10939]"
209665,[23392]
209663,"[113988, 17814, 80407, 67361, 64215, 29509]"
209621,"[60163, 50346, 50347, 57920]"
209601,[2167]
209496,[56402]
209441,[17857]
209439,[17857]
209432,[17857]
209372,[59594]
209362,[38315]
209348,[51156]
209306,[74998]
209264,"[9751, 9057]"
209240,"[60163, 50346, 57920]"
209104,[37812]
209024,[58680]
209003,[9179]
208941,"[60485, 60484, 60483, 60482]"
208902,"[65032, 14236, 59508, 15430]"
208871,[59752]
208747,[6953]
208516,[85850]
208508,[24360]
208476,"[53960, 53957]"
208434,"[17248, 22790, 11649]"
208367,[59407]
208347,[4258]
208339,[59402]
208288,"[16184, 22357]"
208208,[59380]
208148,[2929]
208055,"[59377, 57036]"
207967,[59573]
207962,[52358]
207957,[71508]
207947,"[82370, 16103, 75419, 75152, 69511]"
207944,"[22795, 22957, 54889, 15843]"
207929,[32723]
207919,[52358]
207918,[52358]
207907,[25251]
207824,[59322]
207716,"[49316, 49429]"
207711,[59264]
207710,[59264]
207709,[59264]
207708,[59264]
207707,[59264]
207706,[59264]
207705,[59264]
207704,[59264]
207620,[17420]
207619,"[5440, 17420]"
207618,"[5440, 17420]"
207617,"[5440, 17420]"
207616,[17420]
207511,[11651]
207481,"[59310, 59244, 59243, 59242, 59241]"
207443,"[59549, 59548]"
207426,[59203]
207422,[10523]
207366,[25753]
207262,[59189]
207241,[49279]
207083,"[10523, 4322]"
207082,"[10523, 4322]"
207045,[59114]
207030,[57866]
206887,[38480]
206869,[59162]
206810,[49461]
206807,[49461]
206778,"[121999, 17771]"
206777,[121999]
206700,"[59035, 59033]"
206699,"[59035, 59033]"
206696,"[59035, 59033]"
206695,"[59035, 59033]"
206694,"[59035, 59033]"
206693,"[59035, 59033]"
206692,"[59035, 59033]"
206691,"[59035, 59033]"
206641,[17573]
206635,[61114]
206626,[59155]
206618,"[60468, 59154]"
206614,"[59035, 59033]"
206613,[59084]
206611,"[59033, 59035]"
206610,[59336]
206609,[59126]
206604,[59139]
206593,"[59344, 59138]"
206591,"[59035, 59033]"
206590,"[59037, 59036]"
206589,"[59033, 59035]"
206583,[59030]
206479,[23222]
206439,"[59393, 2496]"
206417,[116550]
206296,[59337]
206258,[59156]
206250,[59088]
206242,[59153]
206209,[7197]
206208,[7197]
206143,[62363]
206140,"[58909, 58908, 28284, 37071, 57871]"
206124,[58916]
206114,"[33231, 33203, 23077]"
206095,[58897]
206027,[12149]
205928,[19507]
205895,[10397]
205862,[17346]
205850,[7197]
205782,[15842]
205767,"[60163, 50346, 50347, 57920]"
205747,[58815]
205732,"[58831, 58811, 58810]"
205720,[14162]
205656,[58800]
205647,[58796]
205517,[53876]
205501,[15554]
205462,[58752]
205380,[17260]
205378,"[18343, 7454]"
205323,[58721]
205317,"[15738, 22637]"
205297,"[11482, 9935]"
205221,[22919]
205092,"[2711, 58292, 58678]"
204927,"[58189, 58190, 58191, 5746, 56502]"
204850,"[58061, 24720]"
204808,[57054]
204784,[5567]
204675,[58594]
204634,[21516]
204627,"[57593, 38480]"
204445,[10246]
204436,[30694]
204435,[30694]
204393,"[60902, 58540]"
204389,[22957]
204352,[33042]
204307,[10605]
204234,[58506]
203940,"[52235, 50521]"
203926,[38480]
203897,[56899]
203884,[72910]
203801,[58423]
203769,"[58423, 57609, 51146]"
203758,[25251]
203659,[58371]
203589,[8046]
203558,"[58423, 57724, 57609]"
203486,"[5438, 53121]"
203462,[51764]
203407,[58319]
203403,[58315]
203292,"[26165, 23617]"
203281,"[58377, 58968, 47882, 58292, 58291]"
203276,"[110798, 109499]"
203088,"[58311, 58100]"
203069,[58234]
203054,"[53787, 53501, 53386]"
203049,[4374]
203011,[57024]
203009,[57024]
202953,[58234]
202952,[58190]
202950,[58234]
202934,[66119]
202890,"[55752, 12599]"
202839,[58202]
202824,[3765]
202746,[121999]
202730,"[58181, 58182, 58180]"
202701,"[58187, 22811]"
202548,[17346]
202437,"[58123, 58112]"
202413,[57538]
202265,[57770]
202245,[54344]
202202,[38425]
202200,"[53972, 17921]"
202149,[58567]
202127,[58031]
202004,[58005]
201988,[57997]
201952,[57989]
201949,"[57988, 22358]"
201924,"[57986, 57985, 57981]"
201854,"[59548, 59549]"
201827,[14593]
201747,[4094]
201660,[22950]
201656,"[20597, 57926, 57925, 15430, 14236]"
201646,[2380]
201515,"[22405, 55881]"
201512,[57888]
201254,[22897]
201094,[1141]
201040,[9687]
200991,[2380]
200952,[6549]
200891,"[79927, 57885]"
200777,"[20300, 21233, 17431, 17412, 54731, 10501, 17820, 21126, 17313]"
200720,[21066]
200713,[10640]
200711,[57729]
200580,"[9008, 49954]"
200539,[83739]
200470,[57666]
200365,[55132]
200301,[32349]
200271,"[72859, 57744, 17811]"
200247,"[57794, 57620]"
200137,[49954]
200134,[57054]
200109,"[58423, 57724, 57609]"
199925,[57540]
199878,[70164]
199712,[13215]
199698,[11309]
199588,"[3127, 50506, 7526, 20370, 13391, 4963]"
199301,[57421]
199271,[56385]
199181,[38480]
199116,"[54585, 8534]"
199104,[14217]
199063,[20773]
199054,[57372]
199033,[57372]
199029,"[74487, 74486, 74485, 74484, 74483, 74482, 74481, 6444, 69764, 68468]"
199017,[17629]
199002,[56890]
198872,"[16455, 57342, 57341]"
198813,"[58005, 16450]"
198574,"[79927, 57885]"
198494,[57273]
198378,[15]
198333,[2941]
198096,[54101]
197954,[23502]
197943,"[57538, 37812, 22949, 54043, 54630]"
197904,[57146]
197815,[57197]
197806,[54563]
197783,"[23444, 952, 316, 906, 289]"
197782,"[23444, 289, 906, 316, 952]"
197741,[13860]
197693,[7182]
197656,[37812]
197655,[10640]
197639,[37706]
197515,[11660]
197493,[13860]
197471,"[21212, 48065]"
197358,"[52752, 52761, 52753]"
197328,[57054]
197313,[10746]
197272,[8267]
197189,[57093]
197154,[57002]
197109,[56987]
197016,[21339]
196930,[228]
196922,"[31162, 22976, 31163, 11309]"
196912,"[12234, 11866]"
196780,[56928]
196753,[15572]
196741,[14399]
196612,[56899]
196603,[63394]
196530,"[53321, 25604]"
196430,"[57260, 56886, 56876, 660]"
196339,[56843]
196268,"[62737, 61850]"
196256,[7140]
196219,[8267]
196177,[29257]
196117,[7480]
196038,[8991]
196008,[56788]
196001,"[19572, 10533]"
195995,[54101]
195962,[10265]
195943,[55889]
195911,"[15733, 8565, 11823]"
195906,[22832]
195905,[22832]
195845,"[50524, 52235]"
195827,"[56776, 56762]"
195677,"[58293, 56733, 56732]"
195675,[50436]
195588,"[10003, 56713]"
195571,[7644]
195501,[9008]
195397,[56678]
195169,[38480]
195161,"[56656, 6843]"
195159,[6843]
195157,[56656]
194995,"[20370, 14162, 4963]"
194958,[20402]
194887,[24729]
194799,[56266]
194707,[25251]
194701,[16369]
194656,"[33203, 33231, 23077]"
194609,[21594]
194608,[21594]
194395,[36941]
194349,[10549]
194305,[56528]
194289,[24725]
194166,[21841]
194123,[15174]
194079,[59132]
194041,[56730]
194038,[495]
194035,"[59343, 59142]"
194034,"[59047, 48446, 59056]"
193933,[37812]
193921,[56430]
193904,[56430]
193885,[11819]
193865,[56430]
193860,[56430]
193857,"[37769, 19803]"
193856,[56430]
193835,[22130]
193830,[7901]
193824,"[812, 15]"
193812,[56405]
193788,"[23243, 12957]"
193769,[8168]
193744,[83]
193711,[32276]
193707,[32276]
193684,[7480]
193649,"[56189, 33203, 33231]"
193314,[55889]
193299,[8060]
193286,[63386]
193273,[52313]
193262,"[56775, 56303, 56302]"
193253,[56299]
193196,[22357]
193194,"[56381, 56287]"
193166,[56280]
193131,[56273]
193119,[14528]
193098,"[20022, 19785]"
192891,[21416]
192886,[11309]
192867,[50521]
192830,[56340]
192825,"[7644, 52235]"
192809,[56209]
192798,[31163]
192748,[17381]
192693,[50459]
192683,"[33231, 56189, 33203]"
192652,[56273]
192628,[56273]
192626,[56273]
192624,[56273]
192623,[56273]
192622,[56273]
192620,[56273]
192619,[56273]
192614,[56273]
192388,"[12298, 56273]"
192374,[13403]
192275,"[12626, 12616, 37588, 29517, 19785, 54404]"
192270,"[77927, 56116, 25470]"
192206,[56149]
192176,"[58362, 60728, 58361, 56618, 56476, 25548]"
192122,[21594]
192115,"[56482, 15485]"
191963,[56061]
191893,"[62571, 56050, 29247]"
191885,[449]
191870,[905]
191859,"[4963, 14399, 10563, 13391, 20370, 14162]"
191818,[49279]
191750,[56025]
191672,"[15733, 11823]"
191639,"[56041, 9616]"
191602,[114600]
191395,"[72500, 55963]"
191388,[4322]
191367,[2615]
191301,"[19691, 19509, 18488]"
191271,"[21363, 8085]"
191181,[55993]
191085,[31977]
191044,[55882]
191038,[11109]
191037,[12656]
191033,"[31998, 12717, 11299]"
191027,[52217]
190974,[38632]
190673,[50235]
190667,[50522]
190564,[14296]
190507,[30506]
190446,"[21657, 55757, 15838, 21635, 15831, 21636, 21634, 21637, 15832]"
190436,[23084]
190393,[21594]
190326,[55832]
190240,[11185]
190147,"[55730, 37796]"
190128,"[52754, 52764, 52752, 52758, 52765, 52762, 52759, 52750, 52339, 52742, 52747, 52745, 52743, 52760, 52763, 52748, 52746, 52751, 52744, 52756, 52749, 52753, 2929, 52757]"
190087,[50645]
190054,[19287]
189993,"[2424, 2167]"
189974,[131376]
189940,"[55693, 55687, 55686, 55685, 55684, 55683, 55682, 55681, 55680, 55679, 55678, 55677, 55676, 55675, 55674, 55673, 55672, 55671, 55670, 55669]"
189899,[55617]
189863,"[56427, 7048]"
189610,[37940]
189604,"[49866, 23670]"
189524,"[53501, 53787, 53455]"
189515,[55017]
189466,[21594]
189425,"[18439, 9231, 53386, 21856, 19417, 7454]"
189376,[8330]
189253,"[56271, 56273, 56178, 56168, 48552, 56134, 23994, 10939, 56151, 56136, 56172, 15016, 47881, 30480]"
189231,"[55548, 55352, 55351, 55367]"
189223,"[55352, 55351, 55367]"
188907,"[53787, 53455, 53501]"
188786,"[56300, 55969, 47953, 48045]"
188766,"[55475, 55387]"
188745,"[55604, 54640]"
188702,"[55367, 55351, 55352, 55350]"
188666,[29517]
188355,[38056]
188247,"[55209, 55208]"
188078,"[3622, 3623, 3617, 3983]"
187933,[33215]
187876,[54665]
187860,"[22637, 2615]"
187789,[105843]
187780,[8191]
187777,"[12939, 4728, 12940]"
187741,[109499]
187726,"[22957, 54889, 22795]"
187699,"[55132, 55131]"
187666,[56502]
187648,[23399]
187620,[55100]
187607,[50341]
187526,"[57920, 56571]"
187276,[18202]
187242,[52235]
187149,"[13611, 54705]"
187118,[3630]
187075,[54986]
187060,"[54981, 53450]"
187015,[54277]
187004,[18776]
186981,[2859]
186969,[54966]
186947,"[55032, 1470]"
186900,[54675]
186899,[54949]
186861,[449]
186823,"[57085, 36687, 13052, 11482, 9935]"
186783,"[121999, 17771]"
186622,[53449]
186433,[8309]
186380,"[56571, 50346]"
186245,[23084]
186224,"[19453, 103447]"
186125,"[121999, 17771]"
186034,[25753]
185975,"[13611, 18429]"
185964,[18429]
185926,"[18589, 410, 7691]"
185869,[4355]
185835,[54682]
185671,[11482]
185639,"[54645, 54644]"
185417,"[2275, 2471, 3404]"
185387,[54635]
185352,[38378]
185341,[48574]
185249,"[50483, 54571]"
185025,[53787]
184983,"[15430, 14236]"
184942,"[54495, 71035, 7140]"
184937,[21216]
184927,[60938]
184816,[54640]
184728,"[13391, 3005, 52, 9682, 155, 3394]"
184718,[54487]
184716,[18661]
184595,[16788]
184530,[12940]
184512,[50652]
184492,[60301]
184451,[35939]
184343,[11299]
184341,[54346]
184314,"[52762, 52764, 52761, 52760, 54338, 52758, 52752, 52756, 53475, 52751, 52750, 52745, 52749, 52748, 52743, 52747, 52742, 52757, 52765, 52763, 52744, 52754, 52339]"
184276,"[53695, 20044]"
184268,"[54325, 15634]"
184242,[20044]
184231,[50346]
184089,[54285]
184034,[53977]
183991,[25347]
183982,[25347]
183978,[21594]
183910,[50907]
183883,"[2929, 52743, 52749, 52744, 52756, 52754, 52757, 52763, 52765, 52758, 52753, 52750, 52755, 52762, 52759, 52745, 52752, 52746, 52748, 52742, 52747, 52339, 52751, 52764, 52760]"
183877,[55716]
183796,"[55825, 54249]"
183691,[53482]
183533,[126223]
183364,[15642]
183345,"[55645, 14166, 49938]"
183328,[5831]
183322,[38357]
183177,[126223]
183176,[126223]
183101,[50036]
183034,"[52764, 52760, 52761, 52751, 52339, 52747, 52742, 52748, 52746, 52752, 52745, 52759, 52762, 52750, 52753, 52758, 52765, 52763, 52757, 52754, 52756, 52744, 52749, 52743, 2929]"
182869,[36522]
182867,[50965]
182820,[31977]
182798,"[53989, 53988, 53987, 53986, 53985, 53984, 53983, 53982]"
182794,[11309]
182783,[6]
182761,[53977]
182754,[53972]
182719,[21594]
182657,[53960]
182654,"[53960, 53959]"
182632,[25251]
182567,[53946]
182548,[25251]
182491,[30525]
182370,[9180]
182307,"[55344, 25997]"
182295,"[61876, 8743]"
182292,[37812]
182254,[54208]
182149,[53359]
181918,[12782]
181915,"[17267, 17268, 17269]"
181842,"[59701, 24830, 24862]"
181655,"[48062, 15430, 14236]"
181549,"[19582, 19581]"
181525,[4230]
181435,[53755]
181284,[25764]
181179,[53696]
181174,[53696]
181173,[53696]
181158,[53696]
181145,[53696]
181138,[53696]
181112,"[53713, 53689]"
181037,[48179]
181032,[53677]
180936,[53654]
180923,[53653]
